compactness_C,proximity_P,productivity_R
1.3092388771011867,2.7893889563525986,6.89261744966443
1.309672603997163,3.3090059967420635,6.982638888888889
1.310116909597919,3.7475934298047613,7.186206896551724
1.3114979445168686,1.5652079571253223,5.202185792349726
1.3120578235380642,3.6983984222728625,7.180555555555555
1.313998737478209,3.413322396498211,7.059440559440559
1.313998737478209,3.6627989859145753,7.174825174825175
1.3143609175914417,1.5583818614854361,5.131868131868132
1.3151725836336263,2.4949844217591357,6.836805555555555
1.3156808628930012,2.728997555326749,6.953051643192488
1.3156808628930015,1.943458603067097,6.077419354838709
1.3159396514183541,3.3265615693631827,7.017985611510792
1.317880565358499,3.7689794673831702,7.188811188811189
1.3178805653584993,3.4901213926305887,7.0638297872340425
1.3211571620101417,1.7063591410287156,6.027253668763103
1.3211777806062157,2.8870738312738546,6.963829787234042
1.3216375391256807,2.10303039433606,6.502252252252252
1.322060079425928,3.76649209898245,7.190647482014389
1.323499000448393,2.3471887290900213,6.73404255319149
1.3256442211190795,3.037180152750586,7.052757793764988
1.3259880401599053,2.0835543991663292,6.516778523489933
1.3265525305984578,1.5033833928230464,5.158869395711501
1.3273213215139623,1.5215538645673565,5.178362573099415
1.3275851350592247,3.6497152656620004,7.167164179104478
1.3283922477868098,1.5896089791151693,5.367647058823529
1.3291849186704956,2.7563941780466066,6.962174940898346
1.3293227151580214,1.4791683246346667,5.120527306967985
1.3314669629395146,3.631909144166397,7.167910447761194
1.3314669629395146,3.706326319208044,7.196428571428571
1.332682957215268,3.261725038410978,7.115942028985507
1.3346677683846662,1.9349499367454526,6.593333333333334
1.3354789079554568,1.7668509026676096,6.137387387387387
1.3357975570487401,2.215864365751284,6.6231884057971016
1.3369015219719211,2.113723476091375,6.689448441247003
1.33728970475995,3.5910475121331014,7.143034825870647
1.33728970475995,3.6494501654738234,7.184914841849148
1.3422328205582503,1.464722569533336,5.345454545454546
1.3424373460794647,1.434156957206933,5.074556213017751
1.3426889744479902,3.4801577068183205,7.16044776119403
1.3431124465803848,1.429597644579062,5.125838264299802
1.343112446580385,3.5857481203454924,7.195488721804511
1.3445029520897431,1.4607811249545888,5.410493827160494
1.3450533605205302,3.610008112306054,7.198765432098765
1.3466956723160375,2.2321565138188877,6.733587786259542
1.3468273141217382,1.6742182365003662,5.924731182795699
1.3473434335821826,1.6738227026825694,5.8311546840958615
1.3484764269240592,3.5430962397738712,7.18671679197995
1.3489351884008203,3.5629206189184197,7.203282828282828
1.3542638794001278,3.51403208229146,7.1982323232323235
1.354263879400128,3.4830797111696024,7.198717948717948
1.3566988441614007,3.5556027714117575,7.199475065616797
1.3600513318761969,3.230291495324376,7.080103359173126
1.3605806720416904,3.5909748303005196,7.206410256410256
1.3608641763250824,1.894387294717361,6.37956204379562
1.3613868978322121,1.5238175889094798,5.565121412803531
1.3619804827015536,2.9630794399811786,6.998697916666666
1.3622905247984847,2.253524371892819,6.819791666666667
1.3625215859818358,3.5601694967156763,7.208010335917312
1.3639096335269092,2.8512696360317453,7.0012722646310435
1.3639096335269094,3.2361772227542995,7.083979328165374
1.3639096335269094,3.543956626892807,7.208010335917312
1.3639096335269096,2.7490330358442363,7.034666666666667
1.368344327802271,3.194060420755123,7.154666666666666
1.3747296533734727,1.4031567363393738,5.189727463312369
1.3780945660662938,2.0347977549872893,6.663466666666667
1.3781768698506984,1.7042350712728664,5.992380952380953
1.3799456997626836,1.7708101753540642,6.383333333333334
1.3811722072917356,1.9238791894898317,6.472222222222222
1.3826075569111316,1.5145419976875438,5.5816441441441444
1.3831322435367093,2.1566368040852937,6.775537634408603
1.3838716393234318,3.4610119025541315,7.219945355191256
1.3840238678677566,1.4194361247597835,5.313419913419914
1.3863737813908474,2.6195900954761995,6.869491525423729
1.3889885942565416,3.191286029600615,7.144257703081233
1.3904195577808443,1.633763502030514,6.011510791366907
1.3916352950840116,3.234323828322264,7.1876750700280105
1.3928468959072542,3.172217176396649,7.058045977011495
1.3947760467326105,3.1397438813921936,7.056473829201102
1.3947760467326107,3.0345363686302953,7.137005649717515
1.3955171229643022,3.4756369822677726,7.2236111111111105
1.3967051975579667,3.2309164770181416,7.172364672364673
1.397458036904447,3.4521963367516397,7.2236111111111105
1.399398950844592,3.244963257859663,7.19632768361582
1.3996710415838647,1.391800897784953,4.943064182194616
1.4005634992086793,2.557640354243998,6.997701149425287
1.4013398647847373,3.4094479075738033,7.225490196078431
1.4052216926650274,3.2784479781363887,7.222701149425287
